Date,Approver,Department,Category,Urgency,Complexity
2023-08-21 14:02:22.920214,Alice,Finance,Maintenance,High,High
2024-03-26 14:02:22.920214,Eve,Finance,Utilities,Medium,Medium
2023-10-15 14:02:22.920214,Charlie,IT,Wifi,High,Medium
2023-11-23 14:02:22.920214,Bob,HR,Meals,Medium,Medium
2024-03-14 14:02:22.920214,Bob,HR,Meals,High,High
2023-09-24 14:02:22.920214,Bob,HR,Utilities,High,High
2024-01-21 14:02:22.920214,David,Operations,Wifi,High,Medium
2024-01-22 14:02:22.920214,Eve,Finance,Wifi,Low,Medium
2023-11-07 14:02:22.920214,David,Operations,Travel,Low,Low
2023-12-30 14:02:22.920214,Charlie,IT,Meals,High,Low
2023-06-18 14:02:22.920214,Charlie,IT,Software,Low,Low
2023-10-18 14:02:22.920214,David,Operations,Training,Low,High
2023-11-25 14:02:22.920214,Alice,Finance,Training,High,Low
2023-07-24 14:02:22.920214,Charlie,IT,Maintenance,Low,Low
2023-12-28 14:02:22.920214,David,Operations,Marketing,Medium,High
2023-06-30 14:02:22.920214,David,Operations,Maintenance,High,High
2024-04-12 14:02:22.920214,Eve,Finance,Utilities,Low,High
2024-01-27 14:02:22.920214,Alice,Finance,Training,Low,Low
2023-07-29 14:02:22.920214,Bob,HR,Wifi,High,High
2023-08-04 14:02:22.920214,Bob,HR,Software,Low,Low
2023-08-14 14:02:22.920214,Alice,Finance,Marketing,Low,Low
2024-05-02 14:02:22.920214,Eve,Finance,Marketing,Medium,Low
2023-09-28 14:02:22.920214,David,Operations,Maintenance,Medium,High
2023-07-15 14:02:22.920214,Bob,HR,Marketing,High,Low
2023-08-26 14:02:22.920214,Alice,Finance,Training,Low,Medium
2023-08-15 14:02:22.920214,David,Operations,Miscellaneous,Low,Low
2023-08-08 14:02:22.920214,David,Operations,Travel,Medium,Medium
2023-08-16 14:02:22.920214,Bob,HR,Maintenance,High,Low
2023-11-18 14:02:22.920214,Charlie,IT,Wifi,Medium,Medium
2024-01-16 14:02:22.920214,Eve,Finance,Software,High,Medium
2024-04-08 14:02:22.920214,Eve,Finance,Wifi,Low,Low
2024-03-21 14:02:22.920214,Charlie,IT,Software,High,Medium
2023-12-07 14:02:22.920214,Alice,Finance,Equipment,High,Medium
2023-07-06 14:02:22.920214,Bob,HR,Miscellaneous,High,Medium
2024-04-16 14:02:22.920214,David,Operations,Equipment,Low,Medium
2023-10-23 14:02:22.920214,Alice,Finance,Software,Medium,Low
2023-08-17 14:02:22.920214,David,Operations,Miscellaneous,Low,Low
2023-10-22 14:02:22.920214,Eve,Finance,Maintenance,High,High
2024-01-05 14:02:22.920214,David,Operations,Office Supplies,High,Low
2023-11-11 14:02:22.920214,Charlie,IT,Meals,High,Medium
2023-07-10 14:02:22.920214,Alice,Finance,Meals,High,High
2023-06-20 14:02:22.920214,Alice,Finance,Maintenance,High,Medium
2023-08-19 14:02:22.920214,Eve,Finance,Wifi,Low,Medium
2024-02-15 14:02:22.920214,Bob,HR,Maintenance,High,High
2024-04-18 14:02:22.920214,Charlie,IT,Meals,Low,Medium
2024-04-23 14:02:22.920214,Alice,Finance,Software,High,Medium
2024-01-19 14:02:22.920214,Charlie,IT,Equipment,High,High
2023-09-09 14:02:22.920214,Bob,HR,Maintenance,Low,Medium
2023-08-18 14:02:22.920214,David,Operations,Training,Medium,Low
2024-02-13 14:02:22.920214,David,Operations,Travel,High,Low
2024-04-01 14:02:22.920214,Bob,HR,Equipment,High,High
2023-08-27 14:02:22.920214,Alice,Finance,Marketing,High,Medium
2023-12-22 14:02:22.920214,Eve,Finance,Miscellaneous,Low,Medium
2024-03-24 14:02:22.920214,Bob,HR,Maintenance,High,Low
2024-03-30 14:02:22.920214,Eve,Finance,Meals,High,High
2023-08-25 14:02:22.920214,Charlie,IT,Travel,Medium,High
2023-08-18 14:02:22.920214,Alice,Finance,Software,High,High
2023-08-01 14:02:22.920214,David,Operations,Equipment,Medium,High
2023-08-20 14:02:22.920214,Eve,Finance,Marketing,Medium,Low
2023-08-31 14:02:22.920214,Eve,Finance,Travel,Low,Low
2023-07-21 14:02:22.920214,Eve,Finance,Utilities,Low,Medium
2023-09-02 14:02:22.920214,Charlie,IT,Meals,High,Medium
2023-10-21 14:02:22.920214,Charlie,IT,Equipment,High,High
2024-02-22 14:02:22.920214,Eve,Finance,Miscellaneous,Low,Medium
2023-06-19 14:02:22.920214,Charlie,IT,Marketing,High,Low
2023-09-17 14:02:22.920214,Eve,Finance,Wifi,Low,Low
2024-04-19 14:02:22.920214,David,Operations,Software,Medium,Low
2023-11-03 14:02:22.920214,Eve,Finance,Training,Medium,Medium
2023-08-20 14:02:22.920214,Eve,Finance,Wifi,Low,Medium
2023-11-16 14:02:22.920214,David,Operations,Meals,Medium,High
2024-02-15 14:02:22.920214,Charlie,IT,Maintenance,Low,Low
2024-02-12 14:02:22.920214,Charlie,IT,Wifi,Medium,High
2023-05-13 14:02:22.920214,Eve,Finance,Office Supplies,High,Medium
2024-04-16 14:02:22.920214,Charlie,IT,Marketing,Low,High
2024-03-02 14:02:22.920214,David,Operations,Travel,Medium,Low
2023-05-16 14:02:22.920214,Charlie,IT,Office Supplies,High,Low
2023-12-21 14:02:22.920214,Charlie,IT,Equipment,High,High
2024-02-03 14:02:22.920214,Alice,Finance,Meals,High,Medium
2023-11-20 14:02:22.920214,Alice,Finance,Equipment,Medium,High
2024-03-29 14:02:22.920214,David,Operations,Training,High,High
2023-05-27 14:02:22.920214,David,Operations,Utilities,Medium,High
2023-05-30 14:02:22.920214,Alice,Finance,Office Supplies,Low,Low
2023-11-23 14:02:22.920214,Bob,HR,Software,Medium,Low
2023-07-21 14:02:22.920214,Bob,HR,Office Supplies,Low,Medium
2023-05-16 14:02:22.920214,Alice,Finance,Travel,High,Low
2023-07-04 14:02:22.920214,Charlie,IT,Wifi,Low,High
2023-12-23 14:02:22.920214,Eve,Finance,Travel,Medium,High
2023-10-25 14:02:22.920214,Alice,Finance,Travel,High,Medium
2023-06-29 14:02:22.920214,Alice,Finance,Maintenance,Low,Medium
2023-09-27 14:02:22.920214,Alice,Finance,Wifi,Medium,Medium
2024-04-02 14:02:22.920214,Alice,Finance,Utilities,Low,Low
2024-01-20 14:02:22.920214,David,Operations,Wifi,High,High
2023-06-13 14:02:22.920214,David,Operations,Equipment,High,Medium
2023-05-10 14:02:22.920214,Alice,Finance,Software,High,Medium
2024-03-08 14:02:22.920214,David,Operations,Travel,Low,Medium
2023-10-21 14:02:22.920214,Charlie,IT,Training,Medium,Low
2023-11-24 14:02:22.920214,David,Operations,Meals,Low,High
2024-01-15 14:02:22.920214,David,Operations,Meals,Low,High
2023-07-28 14:02:22.920214,David,Operations,Miscellaneous,High,Medium
2023-09-22 14:02:22.920214,Alice,Finance,Equipment,Low,Medium
2024-03-22 14:02:22.920214,David,Operations,Maintenance,Medium,Medium
2023-05-16 14:02:22.920214,David,Operations,Training,Low,Medium
2023-07-09 14:02:22.920214,Eve,Finance,Training,Medium,Low
2024-01-19 14:02:22.920214,David,Operations,Office Supplies,Low,High
2023-12-26 14:02:22.920214,Bob,HR,Maintenance,Low,Medium
2024-03-26 14:02:22.920214,Charlie,IT,Software,Low,Low
2023-12-30 14:02:22.920214,Charlie,IT,Miscellaneous,Medium,Low
2024-04-10 14:02:22.920214,Eve,Finance,Marketing,High,Low
2023-07-10 14:02:22.920214,Charlie,IT,Marketing,Medium,High
2023-07-23 14:02:22.920214,David,Operations,Utilities,Low,Low
2023-10-27 14:02:22.920214,Eve,Finance,Maintenance,Low,Medium
2023-05-16 14:02:22.920214,Bob,HR,Travel,Medium,Medium
2023-07-23 14:02:22.920214,Charlie,IT,Travel,High,High
2023-12-02 14:02:22.920214,Alice,Finance,Training,Medium,High
2023-09-25 14:02:22.920214,Eve,Finance,Office Supplies,Medium,Low
2023-05-27 14:02:22.920214,Alice,Finance,Miscellaneous,Low,Medium
2023-06-25 14:02:22.920214,Bob,HR,Wifi,Medium,Low
2024-02-19 14:02:22.920214,Alice,Finance,Utilities,High,Medium
2023-11-16 14:02:22.920214,Alice,Finance,Travel,High,Low
2023-07-02 14:02:22.920214,Charlie,IT,Software,High,Low
2023-12-01 14:02:22.920214,Charlie,IT,Equipment,High,Medium
2024-02-01 14:02:22.920214,Eve,Finance,Utilities,High,Low
2024-01-26 14:02:22.920214,David,Operations,Equipment,Medium,High
2023-07-18 14:02:22.920214,Bob,HR,Software,Low,Medium
2023-06-22 14:02:22.920214,Charlie,IT,Miscellaneous,High,Low
2023-06-27 14:02:22.920214,Bob,HR,Miscellaneous,High,Medium
2023-09-29 14:02:22.920214,David,Operations,Office Supplies,High,High
2024-04-21 14:02:22.920214,Bob,HR,Travel,Medium,Low
2024-02-24 14:02:22.920214,Alice,Finance,Miscellaneous,Low,Low
2023-08-10 14:02:22.920214,Charlie,IT,Marketing,Low,Low
2023-09-24 14:02:22.920214,Charlie,IT,Marketing,Medium,Medium
2024-01-22 14:02:22.920214,David,Operations,Miscellaneous,Medium,Low
2024-03-11 14:02:22.920214,Charlie,IT,Wifi,High,Low
2023-08-14 14:02:22.920214,Eve,Finance,Maintenance,High,Medium
2023-07-06 14:02:22.920214,Eve,Finance,Training,Medium,High
2024-04-04 14:02:22.920214,Charlie,IT,Maintenance,High,High
2024-01-06 14:02:22.920214,Bob,HR,Travel,High,Medium
2024-01-15 14:02:22.920214,David,Operations,Utilities,High,High
2023-11-20 14:02:22.920214,Charlie,IT,Maintenance,High,Low
2024-01-25 14:02:22.920214,David,Operations,Wifi,Medium,Medium
2023-12-04 14:02:22.920214,Bob,HR,Maintenance,Medium,Medium
2023-09-26 14:02:22.920214,Eve,Finance,Equipment,High,High
2023-12-27 14:02:22.920214,Bob,HR,Travel,Medium,High
2024-01-17 14:02:22.920214,Alice,Finance,Training,High,Low
2023-08-14 14:02:22.920214,David,Operations,Meals,Medium,High
2023-11-24 14:02:22.920214,Alice,Finance,Maintenance,Low,Medium
2023-11-05 14:02:22.920214,Alice,Finance,Training,Low,High
2024-01-20 14:02:22.920214,Eve,Finance,Utilities,Low,Low
2024-03-22 14:02:22.920214,David,Operations,Miscellaneous,Low,Medium
2023-08-02 14:02:22.920214,Alice,Finance,Software,Medium,Low
2023-08-29 14:02:22.920214,Alice,Finance,Software,Medium,Medium
2023-11-05 14:02:22.920214,Eve,Finance,Office Supplies,Low,Low
2023-06-16 14:02:22.920214,Bob,HR,Maintenance,High,Low
2023-07-13 14:02:22.920214,Alice,Finance,Wifi,High,High
2024-02-20 14:02:22.920214,Alice,Finance,Equipment,High,Medium
2023-05-21 14:02:22.920214,Eve,Finance,Equipment,Low,Medium
2023-08-30 14:02:22.920214,Charlie,IT,Travel,Low,Medium
2023-05-27 14:02:22.920214,Charlie,IT,Equipment,High,High
2023-08-24 14:02:22.920214,David,Operations,Travel,Low,Low
2024-04-27 14:02:22.920214,Eve,Finance,Meals,High,Medium
2023-12-01 14:02:22.920214,David,Operations,Office Supplies,Low,Low
2023-08-09 14:02:22.920214,Eve,Finance,Wifi,Low,High
2023-12-12 14:02:22.920214,David,Operations,Utilities,High,Medium
2023-11-02 14:02:22.920214,Eve,Finance,Maintenance,Medium,Low
2024-01-15 14:02:22.920214,Eve,Finance,Miscellaneous,High,High
2024-01-29 14:02:22.920214,Charlie,IT,Meals,High,Low
2023-08-24 14:02:22.920214,Eve,Finance,Office Supplies,Medium,Medium
2023-10-16 14:02:22.920214,Alice,Finance,Wifi,Low,Low
2023-10-28 14:02:22.920214,Alice,Finance,Software,Low,Medium
2023-08-16 14:02:22.920214,Charlie,IT,Wifi,Low,Low
2024-03-15 14:02:22.920214,Alice,Finance,Meals,Low,Medium
2024-04-23 14:02:22.920214,Alice,Finance,Travel,Low,Low
2023-09-19 14:02:22.920214,Eve,Finance,Software,Low,Low
2023-12-26 14:02:22.920214,David,Operations,Meals,High,Medium
2024-05-05 14:02:22.920214,Charlie,IT,Meals,Medium,Medium
2023-06-22 14:02:22.920214,David,Operations,Maintenance,High,High
2023-09-07 14:02:22.920214,Eve,Finance,Office Supplies,High,High
2024-03-03 14:02:22.920214,Eve,Finance,Meals,High,Low
2023-05-13 14:02:22.920214,Eve,Finance,Marketing,Low,Medium
2024-03-31 14:02:22.920214,David,Operations,Utilities,Low,High
2023-05-22 14:02:22.920214,Alice,Finance,Miscellaneous,Low,Low
2023-06-27 14:02:22.920214,Charlie,IT,Equipment,High,Medium
2023-11-17 14:02:22.920214,Alice,Finance,Maintenance,Low,Low
2024-01-25 14:02:22.920214,Eve,Finance,Wifi,High,High
2024-01-22 14:02:22.920214,David,Operations,Office Supplies,Low,Medium
2023-12-28 14:02:22.920214,Bob,HR,Miscellaneous,Medium,High
2023-12-12 14:02:22.920214,Alice,Finance,Travel,Low,Medium
2023-11-17 14:02:22.920214,Eve,Finance,Utilities,Low,Medium
2023-12-25 14:02:22.920214,Bob,HR,Miscellaneous,Low,High
2024-02-25 14:02:22.920214,David,Operations,Marketing,Low,Medium
2024-02-07 14:02:22.920214,Charlie,IT,Marketing,High,Medium
2023-10-31 14:02:22.920214,Bob,HR,Maintenance,Medium,Low
2023-10-24 14:02:22.920214,Alice,Finance,Equipment,Medium,High
2023-07-31 14:02:22.920214,Eve,Finance,Meals,Low,Low
2024-03-03 14:02:22.920214,Charlie,IT,Software,High,Medium
2023-08-16 14:02:22.920214,Eve,Finance,Wifi,Medium,Medium
2023-11-01 14:02:22.920214,Eve,Finance,Wifi,Medium,High
2023-09-24 14:02:22.920214,Charlie,IT,Office Supplies,Low,Low
2024-01-25 14:02:22.920214,Bob,HR,Meals,High,Medium
2023-12-13 14:02:22.920214,Bob,HR,Marketing,Medium,Medium
2023-08-15 14:02:22.920214,David,Operations,Maintenance,High,Medium
2023-08-28 14:02:22.920214,Charlie,IT,Marketing,Medium,Low
2023-12-19 14:02:22.920214,Eve,Finance,Utilities,Medium,Medium
2024-03-30 14:02:22.920214,Eve,Finance,Marketing,High,High
2023-07-14 14:02:22.920214,David,Operations,Equipment,Medium,High
2023-10-18 14:02:22.920214,Alice,Finance,Office Supplies,Medium,High
2024-04-24 14:02:22.920214,Charlie,IT,Travel,High,High
2023-11-16 14:02:22.920214,Alice,Finance,Maintenance,Low,High
2024-01-01 14:02:22.920214,Charlie,IT,Software,High,Low
2023-12-26 14:02:22.920214,Alice,Finance,Utilities,High,High
2024-02-22 14:02:22.920214,Bob,HR,Training,Medium,High
2024-01-24 14:02:22.920214,Eve,Finance,Utilities,High,Medium
2023-08-11 14:02:22.920214,Charlie,IT,Travel,Medium,Medium
2024-01-24 14:02:22.920214,Alice,Finance,Training,Medium,Medium
2023-10-03 14:02:22.920214,Bob,HR,Maintenance,High,Medium
2023-10-20 14:02:22.920214,Eve,Finance,Maintenance,Low,Medium
2024-02-27 14:02:22.920214,Alice,Finance,Software,Low,High
2023-12-21 14:02:22.920214,Charlie,IT,Equipment,Low,Medium
2023-10-08 14:02:22.920214,Eve,Finance,Meals,Medium,Medium
2023-10-16 14:02:22.920214,David,Operations,Wifi,High,High
2023-08-18 14:02:22.920214,Eve,Finance,Marketing,Low,Low
2023-11-13 14:02:22.920214,David,Operations,Training,Medium,High
2024-01-05 14:02:22.920214,Alice,Finance,Wifi,Low,Low
2023-11-27 14:02:22.920214,Alice,Finance,Office Supplies,Low,Low
2023-05-29 14:02:22.920214,Bob,HR,Meals,Medium,Low
2023-06-28 14:02:22.920214,Eve,Finance,Office Supplies,High,High
2023-09-27 14:02:22.920214,David,Operations,Office Supplies,Low,Medium
2023-10-15 14:02:22.920214,Bob,HR,Wifi,High,High
2023-08-14 14:02:22.920214,Bob,HR,Wifi,Medium,Medium
2023-11-13 14:02:22.920214,Eve,Finance,Miscellaneous,Low,High
2024-03-08 14:02:22.920214,Bob,HR,Meals,High,Low
2024-02-19 14:02:22.920214,Bob,HR,Wifi,Medium,Medium
2024-04-24 14:02:22.920214,Charlie,IT,Travel,High,Medium
2023-08-25 14:02:22.920214,Charlie,IT,Miscellaneous,Low,Medium
2024-02-06 14:02:22.920214,David,Operations,Training,High,Medium
2023-10-17 14:02:22.920214,Bob,HR,Utilities,High,High
2023-09-27 14:02:22.920214,Charlie,IT,Miscellaneous,Medium,Low
2024-02-09 14:02:22.920214,Charlie,IT,Miscellaneous,High,Medium
2024-04-09 14:02:22.920214,Eve,Finance,Meals,High,High
2024-03-28 14:02:22.920214,Charlie,IT,Utilities,Medium,Medium
2023-10-17 14:02:22.920214,Bob,HR,Travel,High,Medium
2024-03-19 14:02:22.920214,Bob,HR,Miscellaneous,Low,High
2023-11-05 14:02:22.920214,Charlie,IT,Wifi,High,High
2023-08-23 14:02:22.920214,Alice,Finance,Software,High,Low
2023-11-17 14:02:22.920214,Charlie,IT,Equipment,Medium,Medium
2023-07-20 14:02:22.920214,Alice,Finance,Office Supplies,Low,Low
2024-01-06 14:02:22.920214,David,Operations,Wifi,Low,High
2024-01-02 14:02:22.920214,Eve,Finance,Office Supplies,Medium,Medium
2023-08-01 14:02:22.920214,David,Operations,Meals,Medium,Medium
2023-09-03 14:02:22.920214,Alice,Finance,Miscellaneous,High,Low
2023-05-24 14:02:22.920214,David,Operations,Office Supplies,Low,Medium
2023-05-30 14:02:22.920214,Bob,HR,Maintenance,Low,Low
2023-10-18 14:02:22.920214,David,Operations,Travel,High,Low
2023-10-31 14:02:22.920214,Alice,Finance,Miscellaneous,Low,High
2023-09-04 14:02:22.920214,Charlie,IT,Software,Medium,High
2024-04-11 14:02:22.920214,Eve,Finance,Miscellaneous,Low,High
2023-10-06 14:02:22.920214,Eve,Finance,Training,Low,High
2024-03-02 14:02:22.920214,Bob,HR,Wifi,Low,High
2024-01-17 14:02:22.920214,Eve,Finance,Office Supplies,Medium,Low
2024-04-29 14:02:22.920214,Alice,Finance,Training,Medium,High
2024-02-07 14:02:22.920214,Alice,Finance,Travel,Medium,Low
2024-03-09 14:02:22.920214,David,Operations,Software,Medium,High
2024-04-30 14:02:22.920214,Eve,Finance,Equipment,High,High
2024-03-29 14:02:22.920214,Bob,HR,Equipment,Medium,Low
2023-10-02 14:02:22.920214,Eve,Finance,Utilities,Low,Low
2024-02-15 14:02:22.920214,Bob,HR,Software,Low,Medium
2023-12-19 14:02:22.920214,Eve,Finance,Training,High,Medium
2023-07-07 14:02:22.920214,Alice,Finance,Miscellaneous,High,High
2024-04-13 14:02:22.920214,Charlie,IT,Utilities,High,Low
2023-12-20 14:02:22.920214,David,Operations,Meals,Low,High
2024-02-17 14:02:22.920214,David,Operations,Wifi,Low,High
2023-06-02 14:02:22.920214,Alice,Finance,Maintenance,High,High
2023-11-05 14:02:22.920214,Bob,HR,Training,Medium,High
2023-10-10 14:02:22.920214,David,Operations,Miscellaneous,Low,High
2024-02-26 14:02:22.920214,Charlie,IT,Miscellaneous,High,Low
2023-06-04 14:02:22.920214,David,Operations,Office Supplies,Low,High
2024-01-17 14:02:22.920214,Bob,HR,Maintenance,Medium,High
2023-08-18 14:02:22.920214,David,Operations,Meals,High,Low
2024-05-07 14:02:22.920214,Charlie,IT,Travel,Low,High
2023-09-23 14:02:22.920214,David,Operations,Travel,Medium,High
2023-05-12 14:02:22.920214,Alice,Finance,Office Supplies,Medium,Low
2024-02-23 14:02:22.920214,Alice,Finance,Maintenance,Low,Medium
2023-09-06 14:02:22.920214,Eve,Finance,Meals,High,Medium
2023-06-06 14:02:22.920214,Alice,Finance,Utilities,Low,Low
2023-11-21 14:02:22.920214,David,Operations,Maintenance,Medium,Medium
2024-02-08 14:02:22.920214,David,Operations,Equipment,Medium,High
2024-04-27 14:02:22.920214,Alice,Finance,Equipment,Medium,High
2023-07-29 14:02:22.920214,Charlie,IT,Training,Medium,Medium
2024-04-02 14:02:22.920214,Bob,HR,Maintenance,High,High
2023-07-06 14:02:22.920214,David,Operations,Equipment,Low,Low
2023-11-29 14:02:22.920214,Charlie,IT,Office Supplies,Low,High
2024-01-16 14:02:22.920214,Bob,HR,Wifi,Medium,Low
2023-06-14 14:02:22.920214,David,Operations,Meals,Low,Medium
2024-02-23 14:02:22.920214,Eve,Finance,Equipment,Medium,High
2023-10-15 14:02:22.920214,Alice,Finance,Wifi,High,High
2023-11-22 14:02:22.920214,Bob,HR,Utilities,Medium,High
2023-08-21 14:02:22.920214,Bob,HR,Utilities,Medium,Medium
2023-06-08 14:02:22.920214,Eve,Finance,Utilities,Low,Medium
2023-07-28 14:02:22.920214,Charlie,IT,Equipment,Low,Medium
2024-02-20 14:02:22.920214,Alice,Finance,Utilities,Low,High
2023-07-17 14:02:22.920214,Bob,HR,Training,High,Low
2024-04-01 14:02:22.920214,Eve,Finance,Wifi,Medium,High
2023-08-29 14:02:22.920214,Bob,HR,Office Supplies,High,Medium
2023-09-17 14:02:22.920214,Charlie,IT,Software,High,Low
2023-07-17 14:02:22.920214,Bob,HR,Miscellaneous,High,High
2023-06-01 14:02:22.920214,David,Operations,Maintenance,Low,High
2023-06-08 14:02:22.920214,David,Operations,Software,High,High
2023-10-13 14:02:22.920214,Eve,Finance,Meals,Medium,High
2024-02-04 14:02:22.920214,Eve,Finance,Travel,High,High
2024-03-23 14:02:22.920214,David,Operations,Software,High,Medium
2023-11-13 14:02:22.920214,Eve,Finance,Software,Low,Medium
2024-05-01 14:02:22.920214,Charlie,IT,Miscellaneous,High,High
2024-01-18 14:02:22.920214,Bob,HR,Training,Low,Low
2024-04-04 14:02:22.920214,Bob,HR,Equipment,Medium,Low
2023-07-06 14:02:22.920214,Eve,Finance,Office Supplies,Medium,High
2023-09-26 14:02:22.920214,Charlie,IT,Software,Low,Low
2024-03-07 14:02:22.920214,Alice,Finance,Marketing,Medium,Medium
2024-04-21 14:02:22.920214,Bob,HR,Travel,Medium,High
2023-05-23 14:02:22.920214,Alice,Finance,Meals,Low,Medium
2023-11-20 14:02:22.920214,Eve,Finance,Utilities,Low,Low
2023-06-26 14:02:22.920214,Alice,Finance,Utilities,Medium,Low
2023-11-12 14:02:22.920214,Charlie,IT,Marketing,Medium,Medium
2024-03-08 14:02:22.920214,David,Operations,Maintenance,High,Low
2024-04-26 14:02:22.920214,Bob,HR,Marketing,Low,High
2023-07-15 14:02:22.920214,David,Operations,Utilities,Medium,Medium
2023-11-30 14:02:22.920214,Charlie,IT,Software,Medium,Low
2023-07-27 14:02:22.920214,David,Operations,Miscellaneous,Medium,Medium
2024-03-02 14:02:22.920214,Charlie,IT,Miscellaneous,Medium,High
2023-10-20 14:02:22.920214,Eve,Finance,Training,Medium,Medium
2023-12-19 14:02:22.920214,Alice,Finance,Office Supplies,Low,Medium
2023-07-10 14:02:22.920214,Charlie,IT,Utilities,Medium,Low
2023-12-22 14:02:22.920214,David,Operations,Wifi,High,High
2023-10-03 14:02:22.920214,Alice,Finance,Meals,High,High
2023-06-03 14:02:22.920214,David,Operations,Miscellaneous,High,High
2023-11-08 14:02:22.920214,Bob,HR,Equipment,High,Medium
2024-01-15 14:02:22.920214,Eve,Finance,Marketing,High,Medium
2023-07-12 14:02:22.920214,Alice,Finance,Meals,High,Medium
2024-01-01 14:02:22.920214,Charlie,IT,Office Supplies,Low,Low
2023-09-15 14:02:22.920214,Alice,Finance,Wifi,High,Low
2024-01-16 14:02:22.920214,Charlie,IT,Utilities,Medium,High
2024-03-19 14:02:22.920214,Alice,Finance,Meals,Low,Low
2023-08-07 14:02:22.920214,Bob,HR,Office Supplies,Medium,Low
2024-02-11 14:02:22.920214,Bob,HR,Meals,Medium,High
2023-07-14 14:02:22.920214,Alice,Finance,Marketing,Low,Medium
2023-06-18 14:02:22.920214,Charlie,IT,Marketing,High,High
2023-10-11 14:02:22.920214,Eve,Finance,Miscellaneous,High,Low
2023-07-06 14:02:22.920214,Bob,HR,Meals,Medium,Low
2024-03-31 14:02:22.920214,Charlie,IT,Wifi,Low,Medium
2023-10-01 14:02:22.920214,Bob,HR,Training,High,Medium
2023-08-01 14:02:22.920214,Charlie,IT,Equipment,High,High
2023-06-28 14:02:22.920214,Eve,Finance,Utilities,High,High
2023-08-21 14:02:22.920214,Alice,Finance,Travel,Medium,Medium
2023-07-03 14:02:22.920214,Eve,Finance,Marketing,Low,Low
2024-01-22 14:02:22.920214,Alice,Finance,Utilities,Medium,High
2023-10-08 14:02:22.920214,Bob,HR,Training,Low,Low
2023-10-09 14:02:22.920214,Charlie,IT,Training,Low,Low
2024-03-25 14:02:22.920214,Bob,HR,Training,Medium,Low
2024-02-28 14:02:22.920214,Charlie,IT,Maintenance,Medium,Low
2024-02-23 14:02:22.920214,David,Operations,Utilities,Medium,High
2023-05-12 14:02:22.920214,David,Operations,Utilities,High,Low
2023-06-13 14:02:22.920214,Bob,HR,Miscellaneous,High,High
2023-06-13 14:02:22.920214,David,Operations,Wifi,High,Low
2023-07-06 14:02:22.920214,Charlie,IT,Training,Low,High
2024-04-14 14:02:22.920214,Eve,Finance,Office Supplies,Medium,Medium
2023-10-11 14:02:22.920214,Eve,Finance,Wifi,High,High
2023-10-31 14:02:22.920214,Bob,HR,Meals,High,High
2023-12-23 14:02:22.920214,Eve,Finance,Travel,High,Low
2023-06-23 14:02:22.920214,David,Operations,Miscellaneous,High,Low
2023-06-09 14:02:22.920214,Alice,Finance,Maintenance,High,Medium
2023-12-05 14:02:22.920214,Bob,HR,Equipment,High,Low
2024-01-19 14:02:22.920214,David,Operations,Wifi,Medium,Low
2023-08-24 14:02:22.920214,Bob,HR,Training,Medium,High
2023-11-10 14:02:22.920214,Eve,Finance,Meals,Low,Low
2024-03-05 14:02:22.920214,David,Operations,Utilities,Medium,Medium
2024-01-09 14:02:22.920214,Bob,HR,Meals,Medium,High
2023-09-06 14:02:22.920214,David,Operations,Maintenance,High,Low
2023-06-02 14:02:22.920214,Charlie,IT,Utilities,High,Medium
2023-11-08 14:02:22.920214,Charlie,IT,Equipment,Low,Low
2024-03-29 14:02:22.920214,David,Operations,Utilities,High,High
2023-07-03 14:02:22.920214,Eve,Finance,Office Supplies,Low,High
2024-04-07 14:02:22.920214,David,Operations,Travel,Low,High
2023-07-05 14:02:22.920214,Alice,Finance,Miscellaneous,High,High
2024-01-17 14:02:22.920214,Charlie,IT,Maintenance,Medium,Low
2024-02-11 14:02:22.920214,David,Operations,Equipment,Low,High
2024-04-14 14:02:22.920214,Charlie,IT,Utilities,Low,Medium
2024-04-04 14:02:22.920214,Charlie,IT,Office Supplies,Medium,High
2024-04-02 14:02:22.920214,Charlie,IT,Equipment,High,High
2024-02-06 14:02:22.920214,Alice,Finance,Equipment,High,Low
2023-11-18 14:02:22.920214,Eve,Finance,Software,Low,Low
2023-08-31 14:02:22.920214,Bob,HR,Maintenance,High,Medium
2023-12-26 14:02:22.920214,David,Operations,Maintenance,Low,High
2024-01-18 14:02:22.920214,David,Operations,Equipment,High,High
2024-02-03 14:02:22.920214,David,Operations,Utilities,Low,Low
2024-02-21 14:02:22.920214,Charlie,IT,Maintenance,Medium,Low
2023-05-10 14:02:22.920214,Alice,Finance,Travel,Low,Medium
2023-09-06 14:02:22.920214,David,Operations,Maintenance,Medium,Medium
2023-11-23 14:02:22.920214,Bob,HR,Utilities,High,High
2023-05-09 14:02:22.920214,Eve,Finance,Training,Low,High
2023-12-06 14:02:22.920214,David,Operations,Office Supplies,High,Medium
2023-09-12 14:02:22.920214,David,Operations,Marketing,Low,Medium
2024-05-07 14:02:22.920214,Charlie,IT,Wifi,Medium,High
2023-08-01 14:02:22.920214,David,Operations,Travel,Low,High
2023-07-12 14:02:22.920214,Charlie,IT,Travel,Medium,Low
2023-10-18 14:02:22.920214,David,Operations,Equipment,Medium,Low
2023-08-16 14:02:22.920214,Alice,Finance,Utilities,High,Medium
2024-03-21 14:02:22.920214,Charlie,IT,Travel,Medium,High
