
+Date,Amount,Category,Description,Department,Urgency,Complexity,AutoApprove,Approver,ApproverName,ApproverPosition,ApproverDepartment,SpendingLimit,RequireReceipt,ComplianceLimit
2024-02-19 14:02:22.844481,173.9,Utilities,Utilities expense on 2024-02-19,HR,Low,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,False,200
2023-06-10 14:02:22.844481,64.18,Marketing,Marketing expense on 2023-06-10,HR,Low,Medium,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,1000
2024-04-28 14:02:22.844481,424.56,Utilities,Utilities expense on 2024-04-28,Finance,High,Medium,True,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,False,200
2024-02-08 14:02:22.844481,54.36,Utilities,Utilities expense on 2024-02-08,IT,Low,High,True,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,False,200
2023-07-24 14:02:22.844481,202.62,Equipment,Equipment expense on 2023-07-24,IT,High,Low,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,1000
2023-08-14 14:02:22.844481,218.33,Maintenance,Maintenance expense on 2023-08-14,HR,High,Low,True,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,500
2023-06-03 14:02:22.844481,219.7,Meals,Meals expense on 2023-06-03,Finance,High,Medium,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,50
2024-03-25 14:02:22.844481,264.81,Miscellaneous,Miscellaneous expense on 2024-03-25,HR,Low,High,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,False,200
2023-10-24 14:02:22.844481,447.32,Marketing,Marketing expense on 2023-10-24,Operations,Low,High,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,1000
2023-12-23 14:02:22.844481,495.8,Utilities,Utilities expense on 2023-12-23,Finance,High,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,False,200
2023-08-10 14:02:22.844481,359.94,Meals,Meals expense on 2023-08-10,IT,Medium,Low,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,50
2023-10-25 14:02:22.844481,170.16,Training,Training expense on 2023-10-25,HR,High,High,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,300
2023-05-09 14:02:22.844481,259.42,Maintenance,Maintenance expense on 2023-05-09,IT,Low,High,True,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,500
2024-02-11 14:02:22.844481,240.97,Marketing,Marketing expense on 2024-02-11,Finance,Medium,Medium,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,1000
2024-02-13 14:02:22.844481,469.7,Maintenance,Maintenance expense on 2024-02-13,HR,Low,High,True,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,500
2023-12-04 14:02:22.844481,130.07,Travel,Travel expense on 2023-12-04,Finance,Medium,Low,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,500
2023-10-13 14:02:22.844481,385.64,Software,Software expense on 2023-10-13,HR,Medium,Medium,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,200
2023-12-09 14:02:22.844481,493.01,Office Supplies,Office Supplies expense on 2023-12-09,Finance,Medium,Low,True,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,False,100
2023-10-15 14:02:22.844481,334.96,Miscellaneous,Miscellaneous expense on 2023-10-15,HR,Low,Medium,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,False,200
2023-11-13 14:02:22.844481,256.59,Equipment,Equipment expense on 2023-11-13,HR,High,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,1000
2023-10-21 14:02:22.844481,55.61,Travel,Travel expense on 2023-10-21,Operations,Low,Low,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,500
2024-04-27 14:02:22.844481,344.81,Meals,Meals expense on 2024-04-27,IT,High,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,50
2024-02-18 14:02:22.844481,247.04,Training,Training expense on 2024-02-18,Finance,High,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,300
2023-05-17 14:02:22.844481,96.65,Miscellaneous,Miscellaneous expense on 2023-05-17,IT,High,Medium,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,False,200
2023-11-03 14:02:22.844481,372.1,Software,Software expense on 2023-11-03,IT,Medium,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,200
2023-05-15 14:02:22.844481,448.8,Utilities,Utilities expense on 2023-05-15,HR,High,Medium,True,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,False,200
2023-07-19 14:02:22.844481,395.24,Marketing,Marketing expense on 2023-07-19,IT,Medium,High,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,1000
2023-11-13 14:02:22.844481,315.83,Travel,Travel expense on 2023-11-13,Finance,Medium,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,500
2024-03-02 14:02:22.844481,388.75,Equipment,Equipment expense on 2024-03-02,HR,High,High,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,1000
2023-05-30 14:02:22.844481,251.39,Equipment,Equipment expense on 2023-05-30,Operations,High,High,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,1000
2023-11-14 14:02:22.844481,399.96,Training,Training expense on 2023-11-14,IT,Medium,High,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,300
2023-07-27 14:02:22.844481,51.68,Maintenance,Maintenance expense on 2023-07-27,HR,Medium,Low,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,500
2024-04-11 14:02:22.844481,270.26,Training,Training expense on 2024-04-11,Finance,Low,Low,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,300
2023-05-26 14:02:22.844481,479.29,Training,Training expense on 2023-05-26,Finance,Low,Medium,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,300
2024-01-24 14:02:22.844481,218.37,Software,Software expense on 2024-01-24,IT,Low,Medium,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,200
2023-11-16 14:02:22.849484,139.94,Equipment,Equipment expense on 2023-11-16,Operations,Medium,High,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,1000
2024-03-01 14:02:22.849484,215.84,Utilities,Utilities expense on 2024-03-01,Finance,Medium,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,False,200
2023-11-23 14:02:22.849484,109.56,Equipment,Equipment expense on 2023-11-23,IT,Medium,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,1000
2024-04-27 14:02:22.849484,103.12,Utilities,Utilities expense on 2024-04-27,HR,Medium,High,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,False,200
2024-03-30 14:02:22.849484,420.76,Miscellaneous,Miscellaneous expense on 2024-03-30,IT,High,High,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,False,200
2024-03-24 14:02:22.849484,200.36,Meals,Meals expense on 2024-03-24,Finance,Low,Medium,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,50
2023-07-31 14:02:22.849484,134.38,Marketing,Marketing expense on 2023-07-31,Finance,Low,High,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,1000
2023-11-25 14:02:22.849484,424.31,Utilities,Utilities expense on 2023-11-25,Operations,High,Medium,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,False,200
2024-03-20 14:02:22.849484,226.14,Wifi,Wifi expense on 2024-03-20,Finance,High,Low,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,50
2024-01-07 14:02:22.849541,155.06,Meals,Meals expense on 2024-01-07,Operations,Low,Low,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,50
2023-08-13 14:02:22.849541,440.37,Travel,Travel expense on 2023-08-13,IT,Low,High,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,500
2024-05-03 14:02:22.849541,285.63,Travel,Travel expense on 2024-05-03,Operations,Medium,Low,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,500
2023-08-03 14:02:22.849541,428.49,Travel,Travel expense on 2023-08-03,HR,Low,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,500
2023-10-02 14:02:22.849541,43.41,Training,Training expense on 2023-10-02,Finance,High,High,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,300
2023-11-13 14:02:22.849541,235.35,Wifi,Wifi expense on 2023-11-13,Finance,High,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,50
2023-05-10 14:02:22.849541,436.08,Training,Training expense on 2023-05-10,IT,Low,Low,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,300
2024-01-11 14:02:22.849541,162.61,Miscellaneous,Miscellaneous expense on 2024-01-11,Operations,High,High,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,False,200
2024-04-27 14:02:22.849541,400.08,Office Supplies,Office Supplies expense on 2024-04-27,IT,Low,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,False,100
2024-04-10 14:02:22.849541,129.81,Wifi,Wifi expense on 2024-04-10,Operations,Low,Low,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,50
2023-07-09 14:02:22.849541,62.73,Travel,Travel expense on 2023-07-09,Finance,High,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,500
2023-10-10 14:02:22.849541,444.24,Meals,Meals expense on 2023-10-10,Operations,Medium,High,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,50
2023-11-28 14:02:22.849541,132.56,Office Supplies,Office Supplies expense on 2023-11-28,Finance,High,Low,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,False,100
2024-01-15 14:02:22.849541,267.82,Utilities,Utilities expense on 2024-01-15,Operations,Medium,High,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,False,200
2023-07-29 14:02:22.849541,469.89,Miscellaneous,Miscellaneous expense on 2023-07-29,Finance,Low,Low,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,False,200
2023-07-02 14:02:22.849541,164.52,Office Supplies,Office Supplies expense on 2023-07-02,Finance,Low,High,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,False,100
2023-07-07 14:02:22.849541,366.85,Maintenance,Maintenance expense on 2023-07-07,Operations,Medium,Medium,True,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,500
2024-03-01 14:02:22.849541,116.28,Wifi,Wifi expense on 2024-03-01,Operations,High,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,50
2024-01-03 14:02:22.849541,443.79,Miscellaneous,Miscellaneous expense on 2024-01-03,Operations,Low,Low,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,False,200
2024-02-14 14:02:22.849541,24.17,Utilities,Utilities expense on 2024-02-14,IT,Medium,Low,True,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,False,200
2023-09-08 14:02:22.849541,336.66,Miscellaneous,Miscellaneous expense on 2023-09-08,Operations,Medium,Low,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,False,200
2024-03-29 14:02:22.849541,385.88,Wifi,Wifi expense on 2024-03-29,HR,Low,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,50
2023-11-12 14:02:22.849541,236.87,Training,Training expense on 2023-11-12,HR,Medium,Low,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,300
2023-11-10 14:02:22.849541,468.06,Training,Training expense on 2023-11-10,Finance,Low,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,300
2023-08-18 14:02:22.849541,473.59,Utilities,Utilities expense on 2023-08-18,Operations,High,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,False,200
2024-02-04 14:02:22.849541,97.22,Maintenance,Maintenance expense on 2024-02-04,Finance,Low,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,500
2023-08-01 14:02:22.849541,226.45,Office Supplies,Office Supplies expense on 2023-08-01,IT,High,Medium,True,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,False,100
2023-12-04 14:02:22.849541,287.64,Utilities,Utilities expense on 2023-12-04,IT,High,Medium,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,False,200
2024-01-31 14:02:22.849541,231.51,Utilities,Utilities expense on 2024-01-31,IT,Medium,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,False,200
2023-07-03 14:02:22.849541,429.58,Marketing,Marketing expense on 2023-07-03,IT,Medium,Medium,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,1000
2023-07-09 14:02:22.849541,464.38,Meals,Meals expense on 2023-07-09,Operations,Low,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,50
2023-10-07 14:02:22.849541,148.5,Software,Software expense on 2023-10-07,Finance,High,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,200
2023-08-07 14:02:22.849541,80.04,Meals,Meals expense on 2023-08-07,Finance,Medium,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,50
2024-03-11 14:02:22.849541,450.31,Training,Training expense on 2024-03-11,Finance,High,High,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,300
2024-01-30 14:02:22.849541,300.12,Training,Training expense on 2024-01-30,IT,Medium,High,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,300
2023-12-06 14:02:22.849541,270.33,Marketing,Marketing expense on 2023-12-06,HR,High,Medium,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,1000
2024-01-10 14:02:22.849541,138.5,Maintenance,Maintenance expense on 2024-01-10,Operations,High,Low,True,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,500
2023-07-24 14:02:22.849541,96.8,Meals,Meals expense on 2023-07-24,IT,Low,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,50
2023-11-28 14:02:22.849541,282.96,Maintenance,Maintenance expense on 2023-11-28,Operations,Medium,High,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,500
2023-08-06 14:02:22.849541,348.79,Marketing,Marketing expense on 2023-08-06,IT,Low,Low,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,1000
2024-03-03 14:02:22.849541,219.81,Maintenance,Maintenance expense on 2024-03-03,IT,Medium,High,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,500
2024-04-16 14:02:22.849541,20.6,Training,Training expense on 2024-04-16,IT,High,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,300
2023-09-24 14:02:22.849541,456.81,Wifi,Wifi expense on 2023-09-24,IT,Medium,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,50
2023-11-23 14:02:22.849541,399.53,Miscellaneous,Miscellaneous expense on 2023-11-23,IT,High,Low,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,False,200
2023-12-26 14:02:22.849541,430.91,Utilities,Utilities expense on 2023-12-26,HR,Medium,Medium,True,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,False,200
2024-01-15 14:02:22.849541,222.54,Travel,Travel expense on 2024-01-15,Operations,High,High,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,500
2024-04-22 14:02:22.849541,17.01,Meals,Meals expense on 2024-04-22,Operations,High,Medium,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,50
2023-07-01 14:02:22.849541,275.92,Software,Software expense on 2023-07-01,HR,High,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,200
2023-08-07 14:02:22.849541,162.97,Office Supplies,Office Supplies expense on 2023-08-07,Operations,Low,Low,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,False,100
2024-01-24 14:02:22.849541,260.94,Utilities,Utilities expense on 2024-01-24,IT,High,Medium,True,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,False,200
2023-07-26 14:02:22.849541,351.48,Marketing,Marketing expense on 2023-07-26,Operations,High,Medium,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,1000
2024-03-23 14:02:22.849541,204.48,Marketing,Marketing expense on 2024-03-23,Finance,Low,High,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,1000
2023-09-01 14:02:22.849541,246.91,Travel,Travel expense on 2023-09-01,Operations,High,High,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,500
2024-02-10 14:02:22.849541,16.96,Travel,Travel expense on 2024-02-10,Operations,Low,Medium,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,500
2024-04-03 14:02:22.849541,441.09,Equipment,Equipment expense on 2024-04-03,Finance,Medium,Low,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,1000
2024-01-06 14:02:22.849541,18.72,Training,Training expense on 2024-01-06,Operations,Low,High,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,300
2023-07-09 14:02:22.849541,215.65,Software,Software expense on 2023-07-09,Operations,High,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,200
2023-10-01 14:02:22.849541,458.45,Software,Software expense on 2023-10-01,HR,Low,Low,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,200
2023-09-04 14:02:22.849541,162.82,Wifi,Wifi expense on 2023-09-04,HR,High,High,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,50
2024-02-05 14:02:22.849541,251.72,Training,Training expense on 2024-02-05,Finance,Low,High,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,300
2023-05-21 14:02:22.849541,45.57,Training,Training expense on 2023-05-21,Operations,Low,High,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,300
2023-11-13 14:02:22.849541,124.09,Equipment,Equipment expense on 2023-11-13,Operations,Medium,Medium,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,1000
2024-04-26 14:02:22.849541,91.29,Training,Training expense on 2024-04-26,IT,High,Medium,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,300
2024-03-01 14:02:22.849541,125.6,Marketing,Marketing expense on 2024-03-01,HR,High,Low,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,1000
2023-11-21 14:02:22.849541,234.28,Training,Training expense on 2023-11-21,Finance,Medium,High,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,300
2023-10-19 14:02:22.849541,62.73,Wifi,Wifi expense on 2023-10-19,Operations,Medium,Low,True,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,50
2024-01-30 14:02:22.849541,495.64,Training,Training expense on 2024-01-30,IT,High,Low,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,300
2023-06-12 14:02:22.849541,211.26,Office Supplies,Office Supplies expense on 2023-06-12,Operations,Medium,High,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,False,100
2023-10-26 14:02:22.849541,471.99,Maintenance,Maintenance expense on 2023-10-26,IT,Low,Medium,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,500
2023-10-15 14:02:22.849541,172.35,Travel,Travel expense on 2023-10-15,Operations,Low,Medium,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,500
2024-01-06 14:02:22.849541,172.07,Wifi,Wifi expense on 2024-01-06,HR,Low,Medium,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,50
2023-08-20 14:02:22.849541,276.21,Wifi,Wifi expense on 2023-08-20,IT,Low,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,50
2024-02-17 14:02:22.849541,359.0,Office Supplies,Office Supplies expense on 2024-02-17,HR,High,Medium,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,False,100
2023-05-23 14:02:22.849541,460.25,Software,Software expense on 2023-05-23,HR,High,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,200
2023-11-20 14:02:22.849541,301.18,Software,Software expense on 2023-11-20,Operations,High,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,200
2023-12-04 14:02:22.849541,173.94,Travel,Travel expense on 2023-12-04,Operations,High,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,500
2023-09-02 14:02:22.849541,325.45,Utilities,Utilities expense on 2023-09-02,IT,Medium,Medium,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,False,200
2023-10-02 14:02:22.849541,226.36,Equipment,Equipment expense on 2023-10-02,IT,Low,Medium,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,1000
2023-07-25 14:02:22.849541,405.22,Maintenance,Maintenance expense on 2023-07-25,Finance,Medium,Low,True,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,500
2023-06-18 14:02:22.849541,249.48,Training,Training expense on 2023-06-18,Finance,Medium,Medium,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,300
2023-09-07 14:02:22.849541,217.48,Office Supplies,Office Supplies expense on 2023-09-07,Finance,Low,Low,True,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,False,100
2023-08-02 14:02:22.849541,170.35,Wifi,Wifi expense on 2023-08-02,Finance,High,Low,True,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,50
2023-11-18 14:02:22.849541,133.21,Wifi,Wifi expense on 2023-11-18,HR,Low,Medium,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,50
2023-12-01 14:02:22.849541,335.47,Equipment,Equipment expense on 2023-12-01,Finance,Medium,High,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,1000
2023-10-08 14:02:22.849541,288.93,Maintenance,Maintenance expense on 2023-10-08,Finance,Low,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,500
2023-05-27 14:02:22.849541,265.71,Office Supplies,Office Supplies expense on 2023-05-27,IT,Low,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,False,100
